INPUT VALUES: 
m: 1, c: 0.045, k: 2.2
a_1: -1.95, a_2: -2, a_3: 1.75
w_1: 0.055, w_2: 1.05, w_3: 2.05
Time, Displacement, Velocity, Acceleration 
150.1, -1.514717447, -3.565620732, 0.3969240166
150.2, -1.8676936, -3.477960263, 1.355204372
150.3, -2.207137317, -3.295363145, 2.289995237
150.4, -2.52372862, -3.021858552, 3.16790935
150.5, -2.808714663, -2.664727348, 3.957516992
150.6, -3.05422298, -2.234242896, 4.630597311
150.7, -3.253542757, -1.743292775, 5.163260742
150.8, -3.401362933, -1.206896655, 5.536896261
150.9, -3.493957696, -0.641639851, 5.738904555
151, -3.52931207, -0.06504557732, 5.763187009
151.1, -3.507182709, 0.5050886294, 5.610370568
151.2, -3.429091671, 1.051363337, 5.287759508
151.3, -3.298253641, 1.557431221, 4.80901644
151.4, -3.119439785, 2.008606144, 4.193586126
151.5, -2.89878398, 2.392402733, 3.465886324
151.6, -2.643539482, 2.698984761, 2.654299523
151.7, -2.361796075, 2.921504467, 1.790007648
151.8, -2.062169314, 3.056319502, 0.9057182522
151.9, -1.753474567, 3.103079259, 0.03433518714
152, -1.444399084, 3.064677789, -0.7923711017
152.1, -1.143185365, 2.947076028, -1.545038542
152.2, -0.8573385084, 2.759001481, -2.197880973
152.3, -0.5933692044, 2.511538549, -2.72970014
152.4, -0.3565824289, 2.217627195, -3.12470061
152.5, -0.1509199801, 1.891491395, -3.37307441
152.6, 0.02113732403, 1.548021668, -3.471331867
152.7, 0.1586044889, 1.202137784, -3.422365798
152.8, 0.2619635857, 0.8681585074, -3.235247403
152.9, 0.3330734266, 0.5592048132, -2.924763438
153, 0.3750222838, 0.2866615115, -2.51071509
153.1, 0.3919306377, 0.05971967373, -2.01700894
153.2, 0.3887130131, -0.1149812368, -1.470579056
153.3, 0.3708096433, -0.2335968951, -0.9001863013
153.4, 0.3438999255, -0.2951975538, -0.3351460268
153.5, 0.313610347, -0.3017589164, 0.1959617617
153.6, 0.2852297329, -0.2580254368, 0.6665450149
153.7, 0.263444298, -0.1712524429, 1.053161923
153.8, 0.252104085, -0.05083862109, 1.33654365
153.9, 0.2540309787, 0.09213496196, 1.502434244
154, 0.2708766669, 0.2454391721, 1.542212212
154.1, 0.3030367407, 0.3962812244, 1.45326749
154.2, 0.3496246919, 0.5319138598, 1.239117923
154.3, 0.408506967, 0.640242894, 0.909260352
154.4, 0.4763975943, 0.7104068243, 0.4787626676
154.5, 0.5490083194, 0.7333033649, -0.03238588995
154.6, 0.6212477749, 0.7020400327, -0.60013865
154.7, 0.6874610761, 0.6122891202, -1.197433066
154.8, 0.7416994629, 0.4625314421, -1.795365786
154.9, 0.7780082804, 0.2541779557, -2.364451441
155, 0.7907207539, -0.008436469682, -2.875911795
155.1, 0.7747447132, -0.318187436, -3.302940543
155.2, 0.7258296621, -0.6654184139, -3.621890018
155.3, 0.6408023704, -1.038310783, -3.813329318
155.4, 0.517760442, -1.423351345, -3.862928684
155.5, 0.3562150502, -1.80587798, -3.762132242
155.6, 0.1571761338, -2.170680735, -3.508590074
155.7, -0.07682424714, -2.502633262, -3.106330658
155.8, -0.3417721177, -2.787328127, -2.565665602
155.9, -0.6322744025, -3.011689298, -1.902829855
156, -0.9417207656, -3.164535976, -1.139371649
156.1, -1.262498394, -3.237073898, -0.3013169842
156.2, -1.586251398, -3.223293205, 0.5818570525
156.3, -1.904174599, -3.120255827, 1.478397791
156.4, -2.207329991, -2.928259871, 2.355552651
156.5, -2.486973155, -2.650873638, 3.180892079
156.6, -2.73487646, -2.294837259, 3.923624789
156.7, -2.943635922, -1.869835483, 4.555850601
156.8, -3.106949258, -1.388150493, 5.053698698
156.9, -3.219853773, -0.8642086273, 5.398303858
157, -3.27891437, -0.3140393017, 5.576579921
157.1, -3.282353954, 0.2453318812, 5.581758159
157.2, -3.230120893, 0.7965311278, 5.413668006
157.3, -3.123890705, 1.322499099, 5.078748303
157.4, -2.967001893, 1.807141134, 4.589788461
157.5, -2.764328482, 2.235938481, 3.965410143
157.6, -2.522094432, 2.596495574, 3.229310938
157.7, -2.247637472, 2.879001046, 2.409301347
157.8, -1.949131938, 3.076583734, 1.536175049
157.9, -1.635281882, 3.185549309, 0.6424593477
158, -1.314996901, 3.205488107, -0.2389023538
158.1, -0.9970638175, 3.139250071, -1.075881341
158.2, -0.6898274674, 2.992788271, -1.838652449
158.3, -0.4008934511, 2.774877858, -2.500787563
158.4, -0.1368647274, 2.496722529, -3.040304328
158.5, 0.09687748908, 2.17146519, -3.440526747
158.6, 0.296339955, 1.813623478, -3.690722198
158.7, 0.4590244003, 1.438473898, -3.786488788
158.8, 0.5839714446, 1.061410393, -3.729877409
158.9, 0.6717402121, 0.6973042177, -3.529243967
159, 0.7243251157, 0.3598918449, -3.198838549
159.1, 0.7450139054, 0.06121640667, -2.75814929
159.2, 0.7381935171, -0.1888541077, -2.231028964
159.3, 0.7091124265, -0.3830119628, -1.644641392
159.4, 0.6636100059, -0.5167822525, -1.028272297
159.5, 0.6078247329, -0.5886718587, -0.4120548714
159.6, 0.5478939512, -0.6001889359, 0.1743361324
159.7, 0.4896581962, -0.5557325268, 0.7029666882
159.8, 0.4383828622, -0.4623573938, 1.14884809
159.9, 0.3985092165, -0.3294244103, 1.491013072
160, 0.373445481, -0.1681516817, 1.713418104
160.1, 0.3654069755, 0.008914252597, 1.80563382
160.2, 0.3753121995, 0.1884844133, 1.763294472
160.3, 0.4027393343, 0.3571454362, 1.588287434
160.4, 0.4459450507, 0.5019831989, 1.288674716
160.5, 0.5019448421, 0.6111852865, 0.8783497267
160.6, 0.5666514626, 0.6745964507, 0.376443664
160.7, 0.6350655534, 0.6842031856, -0.1934935431
160.8, 0.7015102971, 0.6345265227, -0.8045033325
160.9, 0.7599000343, 0.5229060051, -1.427377166
161, 0.8040312959, 0.3496623774, -2.031914997
161.1, 0.8278837114, 0.1181316351, -2.588230558
161.2, 0.8259177867, -0.1654315079, -3.068048467
161.3, 0.7933566245, -0.4920771651, -3.445938428
161.4, 0.7264392916, -0.8505019109, -3.700434409
161.5, 0.6226346779, -1.22749458, -3.814991407
161.6, 0.4808063159, -1.608467902, -3.778739213
161.7, 0.3013206485, -1.978053975, -3.587001009
161.8, 0.08609357891, -2.320738879, -3.241554466
161.9, -0.1614273002, -2.621509984, -2.750623744
162, -0.4363447159, -2.866488944, -2.12860206
162.1, -0.7324551993, -3.043523889, -1.395515729
162.2, -1.042448702, -3.142715952, -0.5762514174
162.3, -1.358156646, -3.156857967, 0.3004217575
162.4, -1.670838657, -3.081766756, 1.202995039
162.5, -1.971496597, -2.91649484, 2.098480604
162.6, -2.251203338, -2.663412352, 2.953737803
162.7, -2.501433042, -2.328155327, 3.736810171
162.8, -2.714379651, -1.919442064, 4.418217855
162.9, -2.883250683, -1.448764717, 4.972151912
163, -3.002524446, -0.9299684451, 5.377520985
163.1, -3.068160237, -0.3787351186, 5.618806998
163.2, -3.077752993, 0.1880074864, 5.686694431
163.3, -3.030626135, 0.7527269716, 5.578447152
163.4, -2.927858833, 1.297951968, 5.29801727
163.5, -2.772246627, 1.806935042, 4.855881616
163.6, -2.568197012, 2.264285879, 4.26861277
163.7, -2.321564283, 2.65654899, 3.558202581
163.8, -2.039430362, 2.972702537, 2.751166408
163.9, -1.729840548, 3.204558142, 1.877465381
164, -1.401504921, 3.347045655, 0.9692915134
164.1, -1.063477511, 3.398371668, 0.05976617571
164.2, -0.7248262012, 3.360045786, -0.8183940632
164.3, -0.3943066595, 3.236774154, -1.634188902
164.4, -0.08005336717, 3.036225243, -2.359568797
164.5, 0.2106999499, 2.768678181, -2.970541493
164.6, 0.4718594629, 2.446568758, -3.448105018
164.7, 0.6986606568, 2.083952431, -3.778968894
164.8, 0.8878008326, 1.695907063, -3.956034243
164.9, 1.037509913, 1.297900552, -3.978613564
165, 1.147557357, 0.9051498917, -3.852381919
165.1, 1.219195673, 0.5319984605, -3.589062486
165.2, 1.255043661, 0.1913375008, -3.205860607
165.3, 1.258915021, -0.1059042189, -2.724670918
165.4, 1.235600231, -0.3511814924, -2.171091682
165.5, 1.190611518, -0.5386472841, -1.573288443
165.6, 1.129902235, -0.6653481639, -0.9607553966
165.7, 1.059572999, -0.7312929448, -0.3630270893
165.8, 0.9855774197, -0.7393922811, 0.1916049217
165.9, 0.9134402072, -0.6952724505, 0.6773161225
166, 0.8479998584, -0.606971869, 1.071862037
166.1, 0.7931870112, -0.4845338433, 1.357533149
166.2, 0.7518479829, -0.3395134465, 1.521911443
166.3, 0.7256210301, -0.1844200249, 1.558396699
166.4, 0.7148705761, -0.03211955512, 1.466480386
166.5, 0.7186821343, 0.1047772464, 1.251755712
166.6, 0.7349180275, 0.2145145672, 0.9256635412
166.7, 0.7603313725, 0.2867529339, 0.5049850408
166.8, 0.7907332737, 0.3130681072, 0.01110265747
166.9, 0.8212058613, 0.287365759, -0.5309391914
167, 0.8463518161, 0.2061938361, -1.093533836
167.1, 0.8605694204, 0.06893885216, -1.647725804
167.2, 0.8583410458, -0.1221027201, -2.164486475
167.3, 0.8345223651, -0.3617814796, -2.615997751
167.4, 0.7846194983, -0.6422786156, -2.976889138
167.5, 0.7050417654, -0.9534085981, -3.225375562
167.6, 0.5933187089, -1.283028638, -3.344247332
167.7, 0.4482715208, -1.617537955, -3.321669863
167.8, 0.270130908, -1.942446032, -3.151758692
167.9, 0.06059566362, -2.242986054, -2.834904767
168, -0.1771712929, -2.504747731, -2.377835418
168.1, -0.438610017, -2.714302814, -1.793407556
168.2, -0.7178917173, -2.859796819, -1.100140854
168.3, -1.00810336, -2.931481805, -0.3215096446
168.4, -1.301481644, -2.922167438, 0.5149776242
168.5, -1.589687165, -2.827570924, 1.378873506
168.6, -1.864107871, -2.64655056, 2.238016047
168.7, -2.116179588, -2.381212458, 3.059831921
168.8, -2.337710642, -2.036885275, 3.812664101
168.9, -2.521197349, -1.621963251, 4.467068847
169, -2.66011743, -1.147623338, 4.997027967
169.1, -2.7491893, -0.6274274757, 5.38102577
169.2, -2.78458647, -0.07682583429, 5.602945685
169.3, -2.764098146, 0.4874189822, 5.652748975
169.4, -2.687229252, 1.047863482, 5.526907014
169.5, -2.55523558, 1.587044927, 5.2285688
169.6, -2.371092385, 2.088146138, 4.767456395
169.7, -2.139397476, 2.535636355, 4.159492276
169.8, -1.866212515, 2.915862021, 3.426173748
169.9, -1.558848757, 3.217563378, 2.593720057
170, -1.22560573, 3.432295847, 1.692027342
170.1, -0.8754732766, 3.554739052, 0.7534745117
170.2, -0.5178088444, 3.58288102, -0.18837064
170.3, -0.1620029293, 3.518070213, -1.100091647
170.4, 0.1828539742, 3.364933531, -1.949754549
170.5, 0.5082896532, 3.131163944, -2.708175087
170.6, 0.8067410557, 2.827186797, -3.35006964
170.7, 1.071806301, 2.465718839, -3.855042508
170.8, 1.29844798, 2.061238425, -4.208368988
170.9, 1.483139947, 1.629388996, -4.401542211
171, 1.623952145, 1.186340656, -4.432561598
171.1, 1.720570597, 0.7481363353, -4.305951562
171.2, 1.774252369, 0.3300496371, -4.032510332
171.3, 1.787718019, -0.05401913845, -3.628800072
171.4, 1.764986596, -0.3920839059, -3.11640018
171.5, 1.711160643, -0.6745284867, -2.520955583
171.6, 1.632170681, -0.8944585271, -1.871060321
171.7, 1.534490306, -1.047935479, -1.197023559
171.8, 1.424834177, -1.134083456, -0.5295700288
171.9, 1.309851869, -1.155065127, 0.1014704307
172, 1.195830637, -1.115928317, 0.6684291681
172.1, 1.0884197, -1.024330417, 1.146967719
172.2, 0.9923877216, -0.8901528161, 1.517100507
172.3, 0.9114236429, -0.725022203, 1.764028449
172.4, 0.8479892079, -0.5417594388, 1.87874865
172.5, 0.8032292341, -0.3537797624, 1.858414818
172.6, 0.7769432302, -0.1744700811, 1.706433516
172.7, 0.7676193191, -0.01657004781, 1.432292519
172.8, 0.7725287535, 0.1084165688, 1.051128782
172.9, 0.7878767221, 0.1907550185, 0.5830545053
173, 0.8090027299, 0.2229343684, 0.05226995713
173.1, 0.8306217108, 0.2000244569, -0.5139993278
173.2, 0.8470952855, 0.1199196349, -1.086695945
173.3, 0.8527212694, -0.01654127392, -1.636204096
173.4, 0.8420287436, -0.2055841279, -2.133649236
173.5, 0.8100657366, -0.4406376014, -2.552168877
173.6, 0.7526668557, -0.7125947032, -2.868100711
173.7, 0.6666890265, -1.010186854, -3.062037676
173.8, 0.5502048298, -1.320454924, -3.119705157
173.9, 0.4026446935, -1.629297502, -3.03262294
174, 0.224881345, -1.922073376, -2.798523588
174.1, 0.01925235333, -2.184232877, -2.421509083
174.2, -0.210480796, -2.401951447, -1.91193859
174.3, -0.4592359781, -2.562738669, -1.286051433
174.4, -0.7207722975, -2.655996945, -0.5653405358
174.5, -0.9879043065, -2.673506065, 0.2242979821
174.6, -1.252760097, -2.609812982, 1.053603935
174.7, -1.50707291, -2.462509988, 1.891137865
174.8, -1.742494461, -2.232389172, 2.704562313
174.9, -1.950917203, -1.923466124, 3.461966265
175, -2.124792342, -1.542871336, 4.133177651
175.1, -2.257430513, -1.100613241, 4.691009186
175.2, -2.34327271, -0.6092221727, 5.112385589
175.3, -2.378120234, -0.08328953123, 5.379305145
175.4, -2.35931408, 0.4610792238, 5.479595414
175.5, -2.285856224, 1.006875499, 5.40743147
175.6, -2.158467658, 1.536837495, 5.163594942
175.7, -1.979580581, 2.034112573, 4.755462886
175.8, -1.753264865, 2.482904972, 4.196726804
175.9, -1.485091591, 2.869082358, 3.506853324
176, -1.181939029, 3.180716421, 2.710308836
176.1, -0.8517487946, 3.40853543, 1.835580192
176.2, -0.5032419382, 3.546270316, 0.9140320536
176.3, -0.1456063485, 3.590880281, -0.02135174566
176.4, 0.211831978, 3.542648896, -0.9372906399
176.5, 0.5599406289, 3.405147045, -1.801538787
176.6, 0.8901021592, 3.185064577, -2.584170404
176.7, 1.194512356, 2.891917955, -3.258765835
176.8, 1.466443569, 2.537646329, -3.803449362
176.9, 1.700462754, 2.136113046, -4.201736049
177, 1.892595809, 1.702533515, -4.443152879
177.1, 2.040431989, 1.252853335, -4.523608937
177.2, 2.143164731, 0.8031026103, -4.44549989
177.3, 2.201567833, 0.368753307, -4.217543144
177.4, 2.217908638, -0.03589371799, -3.854351306
177.5, 2.195802468, -0.3982666755, -3.375762538
177.6, 2.14001498, -0.7080028408, -2.805956515
177.7, 2.056221259, -0.9573309622, -2.172393651
177.8, 1.950732212, -1.141340605, -1.504622613
177.9, 1.830200144, -1.258127748, -0.8330065783
178, 1.701316216, -1.30881117, -0.1874220607
178.1, 1.570512749, -1.29741965, 0.4040148165
178.2, 1.443683054, -1.230655394, 0.9161409333
178.3, 1.325930695, -1.117544387, 1.327807491
178.4, 1.221358741, -0.9689890503, 1.622765437
178.5, 1.132907833, -0.7972427399, 1.790337851
178.6, 1.062249784, -0.6153288706, 1.82585117
178.7, 1.009740979, -0.4364297677, 1.730807296
178.8, 0.9744373228, -0.2732716005, 1.512789618
178.9, 0.9541697722, -0.1375318903, 1.185107164
179, 0.9456769234, -0.0392951026, 0.7661921894
179.1, 0.9447886462, 0.01342022034, 0.2787769026
179.2, 0.9466525615, 0.01504238161, -0.2511156344
179.3, 0.9459933083, -0.03728099176, -0.7953235466
179.4, 0.9373931201, -0.1435308018, -1.324792182
179.5, 0.915581294, -0.3007914414, -1.810861206
179.6, 0.8757197292, -0.5033542408, -2.226538045
179.7, 0.8136718435, -0.7429453106, -2.547703509
179.8, 0.7262428561, -1.009068398, -2.754198222
179.9, 0.6113806108, -1.289448468, -2.830743471
180, 0.4683277641, -1.570557413, -2.767656997
180.1, 0.297718206, -1.838199762, -2.561332869
180.2, 0.1016129325, -2.078133661, -2.214464436
180.3, -0.116526851, -2.276700838, -1.736000175
180.4, -0.3519289554, -2.421438786, -1.140833456
180.5, -0.5986586698, -2.501649082, -0.4492384275
180.6, -0.8498208378, -2.508897519, 0.313925052
180.7, -1.097807625, -2.4374245, 1.120204816
180.8, -1.334582079, -2.284447853, 1.938707089
180.9, -1.551986011, -2.050344681, 2.737356795
181, -1.742059646, -1.738703862, 3.484215096
181.1, -1.897359906, -1.356246222, 4.148799316
181.2, -2.011264176, -0.9126148874, 4.703350161
181.3, -2.078246927, -0.4200437804, 5.123993303
181.4, -2.094117613, 0.10708272, 5.391746686
181.5, -2.056209817, 0.6527613365, 5.493331275
181.6, -1.963513554, 1.19997124, 5.421751108
181.7, -1.816744955, 1.7313208, 5.176618057
181.8, -1.61835011, 2.229713415, 4.764207332
181.9, -1.372442489, 2.679005271, 4.1972409
182, -1.084676127, 3.06462814, 3.49440735
182.1, -0.7620593461, 3.374151761, 2.679637662
182.2, -0.4127162252, 3.597762779, 1.781166516
182.3, -0.04560519101, 3.728640677, 0.8304176761
182.4, 0.3297941811, 3.76321532, -0.1392406773
182.5, 0.703813741, 3.701295665, -1.093819392
182.6, 1.066935528, 3.546064439, -2.000056028
182.7, 1.410123294, 3.303939159, -2.826731229
182.8, 1.725133666, 2.984305352, -3.545899564
182.9, 2.004794687, 2.599133095, -4.133984183
183, 2.243240817, 2.1624928, -4.572690324
183.1, 2.436095303, 1.689990305, -4.849700275
183.2, 2.580592976, 1.198144612, -4.959121485
183.3, 2.675639027, 0.7037339546, -4.901669842
183.4, 2.721801921, 0.2231371098, -4.684581143
183.5, 2.721241335, -0.2283029716, -4.321255118
183.6, 2.677574674, -0.6368671707, -3.830647486
183.7, 2.595688203, -0.9909758527, -3.236436001
183.8, 2.481501135, -1.281611259, -2.565995836
183.9, 2.341692857, -1.502629679, -1.849227535
184, 2.183404984, -1.65095108, -1.117286872
184.1, 2.013930906, -1.726619027, -0.4012699334
184.2, 1.840405915, -1.732729173, 0.269091424
184.3, 1.669510926, -1.675230091, 0.8666691566
184.4, 1.507202137, -1.562605573, 1.368061865
184.5, 1.358477813, -1.405452462, 1.754554057
184.6, 1.227191769, -1.215972428, 2.012871964
184.7, 1.115921064, -1.007399676, 2.135704626
184.8, 1.025893117, -0.793389227, 2.121968866
184.9, 0.9569748717, -0.5873919798, 1.976807566
185, 0.9077240015, -0.4020433119, 1.711321892
185.1, 0.8754994855, -0.248591309, 1.342049288
185.2, 0.8566263521, -0.1363890095, 0.8902097873
185.3, 0.8466070817, -0.07247229748, 0.3807528915
185.4, 0.8403701719, -0.06124141501, -0.1587543323
185.5, 0.8325447843, -0.104259656, -0.6993506149
185.6, 0.8177492842, -0.2001778169, -1.211963321
185.7, 0.7908808891, -0.3447876391, -1.668696263
185.8, 0.7473935949, -0.5312019975, -2.044067809
185.9, 0.6835520417, -0.7501542094, -2.316146681
186, 0.596650002, -0.990403771, -2.467537153
186.1, 0.4851836749, -1.239231306, -2.486171702
186.2, 0.348971887, -1.483001703, -2.365877243
186.3, 0.1892175594, -1.707771497, -2.10669062
186.4, 0.008507296221, -1.899914649, -1.714909576
186.5, -0.1892514122, -2.04674003, -1.202876526
186.6, -0.3989532162, -2.137074238, -0.5885037447
186.7, -0.6144734325, -2.161784778, 0.1054405636
186.8, -0.8288949539, -2.114221074, 0.8522557485
186.9, -1.03477434, -1.990554235, 1.622403354
187, -1.224436181, -1.790000661, 2.384727278
187.1, -1.390283574, -1.514919476, 3.107748489
187.2, -1.525111817, -1.170779002, 3.760980149
187.3, -1.622412201, -0.7659930027, 4.316208067
187.4, -1.676653159, -0.3116328586, 4.74868278
187.5, -1.683526875, 0.1789729358, 5.038173212
187.6, -1.640150867, 0.6907358468, 5.169837582
187.7, -1.545215864, 1.207380762, 5.134874812
187.8, -1.39907347, 1.712072426, 4.930928844
187.9, -1.203759614, 2.188069185, 4.562228537
188, -0.96295237, 2.619377191, 4.039456874
188.1, -0.6818654545, 2.991378158, 3.379354444
188.2, -0.3670813652, 3.291404797, 2.604073304
188.3, -0.0263305857, 3.509240225, 1.740307708
188.4, 0.3317744728, 3.637520749, 0.8182375037
188.5, 0.6980402659, 3.672025404, -0.1296721701
188.6, 1.063015684, 3.611840331, -1.06996527
188.7, 1.417325498, 3.45939123, -1.969529773
188.8, 1.752000372, 3.22034259, -2.796917908
188.9, 2.058790295, 2.903367925, -3.523597077
189, 2.330448965, 2.51980054, -4.12507976
189.1, 2.560977852, 2.083179341, -4.581885745
189.2, 2.745820377, 1.608708486, -4.88029703
189.3, 2.881998653, 1.112653243, -5.012874429
189.4, 2.968187663, 0.6116970213, -4.978714821
189.5, 3.004724304, 0.1222861223, -4.783438871
189.6, 2.993551411, -0.3400108073, -4.438910234
189.7, 2.938099574, -0.7611022777, -3.962698508
